x,y,z,cut,au,ug1,ug2,Ica_1,Ica_2
183.6,596.2,113.6,0.78,0.553,20,20,1.1561037317,-1.1765157005
121.7,273,10.3,0.78,0.192,20,20,1.1527904385,-1.2477899931
64.8,472.7,64.5,0.79,0.323,20,20,1.1687495416,-1.2384092178
273.4,368.4,108,0.79,0.103,20,20,1.1667303602,-1.2818450748
220.3,158.1,84.5,0.79,2.233,20,20,1.1862797076,-0.861307005
228,128,97.1,0.79,0.981,20,20,1.1747887297,-1.1084965183
190.4,323,120,0.79,1.938,20,20,1.1835721689,-0.9195505405
189.7,262.8,48,0.79,2.235,20,20,1.1862980638,-0.8609121336
190.4,233,72,0.79,0.053,20,20,1.1662714553,-1.2917168604
130.4,563,95.8,0.79,1.15,20,20,1.1763398281,-1.0751298827
130.5,323,96,0.79,1.196,20,20,1.1767620206,-1.0660478399
70.7,37.8,119.9,0.79,0.706,20,20,1.1722647529,-1.1627913395
188,595.8,102.4,0.79,1.07,20,20,1.1756055804,-1.0909247398
324.9,52.9,85,0.79,3.253,20,20,1.1956413669,-0.6599225773
150.2,292.9,14.7,0.79,0.082,20,20,1.1665376201,-1.2859912247
99.8,431.2,119.5,0.8,0.919,20,20,1.18897646,-1.1372208358
314.8,152.6,79.8,0.8,3.272,20,20,1.2105725231,-0.672654602
111,408.7,125,0.8,0.14,20,20,1.1818267222,-1.2910232566
101.3,35.7,96.8,0.8,2.847,20,20,1.2066718317,-0.7565647802
79.9,289.8,72.7,0.8,0.659,20,20,1.1865901547,-1.1885541213
95.1,231.9,78.6,0.8,0.509,20,20,1.1852134401,-1.2181694783
171.1,230.5,81,0.8,0.509,20,20,1.1852134401,-1.2181694783
129.6,174.2,14.3,0.8,0.451,20,20,1.1846811104,-1.2296207497
322.9,52.9,73.2,0.8,11.572,20,20,1.2867507313,0.9660618199
108.9,406,79.5,0.8,0.02,20,20,1.1807253505,-1.3147155422
160.4,203,60,0.8,2.586,20,20,1.2042763483,-0.8080955014
190.4,353,59.6,0.8,1.094,20,20,1.190582627,-1.1026695859
130.4,442.9,60.1,0.8,3.117,20,20,1.209149918,-0.7032571375
130.2,262.5,84.1,0.8,1.394,20,20,1.1933360563,-1.0434388719
121.7,273,46.3,0.8,0.389,20,20,1.1841120684,-1.2418617639
69.7,228.4,66.9,0.8,0.423,20,20,1.1844241237,-1.2351489497
256,259.3,89.5,0.81,1.376,20,20,1.2079276229,-1.0634760179
167.5,531.6,135,0.81,1.665,20,20,1.210580093,-1.0064170967
277.3,308.5,129.8,0.81,1.493,20,20,1.2090014603,-1.0403760394
195.6,112.8,62.4,0.81,2.438,20,20,1.2176747623,-0.8537992902
76.7,381.6,14.1,0.81,0.165,20,20,1.1968129469,-1.3025706669
280.5,337.5,95.5,0.81,1.797,20,20,1.2117916019,-0.9803555825
273.3,308.7,24,0.81,2.144,20,20,1.2149764016,-0.91184539
219.5,219.3,72.9,0.81,8.583,20,20,1.2740741706,0.3594431691
160,188,60,0.81,1.658,20,20,1.2105158463,-1.0077991467
100.8,82.9,95.8,0.81,2.485,20,20,1.2181061328,-0.8445198117
250.2,292.9,84,0.81,1.723,20,20,1.2111124226,-0.9949658253
238.7,175.7,48,0.81,0.459,20,20,1.1995113076,-1.2445245672
190.4,233,60,0.81,0.709,20,20,1.2018058319,-1.1951656388
190.6,143.6,48,0.81,5.697,20,20,1.2475861816,-0.2103563
190.6,143.6,72,0.81,0.548,20,20,1.2003281582,-1.2269527887
101,113.2,72.1,0.81,1.273,20,20,1.2069822788,-1.0838118964
99.3,158.5,70.3,0.81,0.095,20,20,1.1961704801,-1.3163911669
91.1,532.2,36.6,0.81,0.548,20,20,1.2003281582,-1.2269527887
139.9,232,39.3,0.81,0.036,20,20,1.1956289724,-1.328039874
203.7,352.5,116.3,0.81,2.129,20,20,1.2148387302,-0.9148069257
73.1,22.3,76.5,0.81,0.169,20,20,1.1968496593,-1.3017809241
345.3,157.8,95.3,0.82,0.663,20,20,1.2161404118,-1.2207309848
179.6,230.6,89.5,0.82,0.122,20,20,1.2111750611,-1.3275437058
220.2,230.3,33.5,0.82,0.276,20,20,1.2125884881,-1.2971386059
220.7,127.6,60.3,0.82,4.398,20,20,1.2504206055,-0.483308595
205.7,97.9,36.3,0.82,6.974,20,20,1.2740633843,0.0252858029
100.4,203,72,0.82,0.306,20,20,1.212863831,-1.2912155345
310.6,293.4,96,0.82,1.194,20,20,1.2210139815,-1.115892621
310.7,173.4,96,0.82,4.615,20,20,1.2524122526,-0.4404650452
250.2,263.2,72,0.82,0.071,20,20,1.2107069781,-1.3376129272
129.9,263,60,0.82,7.386,20,20,1.2778447604,0.1066293169
129.9,263.4,60,0.82,5.102,20,20,1.256881986,-0.3443138527
70.4,503,120,0.82,0.322,20,20,1.2130106806,-1.2880565631
70.4,83,72,0.82,1.755,20,20,1.2261628941,-1.0051311857
121.7,413.5,56.1,0.82,0.287,20,20,1.2126894472,-1.2949668131
91,530.3,58.7,0.82,1.068,20,20,1.2198575412,-1.1407695209
130.4,233,47,0.82,0.025,20,20,1.2102847857,-1.34669497
193,528.6,120,0.83,2.78,20,20,1.2503272163,-0.8192428826
277.3,308.5,105.8,0.83,0.969,20,20,1.2337056819,-1.1767989597
220.4,278,48,0.83,0.093,20,20,1.2256656686,-1.3497526447
160.4,368,59.5,0.83,0.273,20,20,1.2273177262,-1.3142142163
100,308,24,0.83,0.19,20,20,1.2265559441,-1.3306013805
100.3,8.3,84.4,0.83,0.5,20,20,1.2294011543,-1.2693963093
310.6,293.4,108,0.83,9.357,20,20,1.3106915627,0.4792918049
250.2,292.9,72,0.83,0.342,20,20,1.2279510149,-1.3005911521
190.4,503,119.8,0.83,4.085,20,20,1.2623046333,-0.5615892765
129.7,26.4,108,0.83,2.912,20,20,1.2515387251,-0.7931813684
220,248,75,0.84,3.762,20,20,1.2740968803,-0.6418443152
345.3,157.8,107.3,0.84,3.421,20,20,1.270967149,-0.7091698935
142,531.2,109.5,0.84,3.485,20,20,1.2715545473,-0.6965340078
220.3,158.2,24.2,0.84,1.893,20,20,1.2569430163,-1.0108516637
280.4,218,119.7,0.84,4.935,20,20,1.2848627885,-0.4102522233
155.5,278.9,72,0.84,0.217,20,20,1.2415605251,-1.3417539194
167,218,12,0.84,1.084,20,20,1.2495179355,-1.1705771559
99.8,397,84.3,0.84,0.594,20,20,1.2450206678,-1.2673206555
311.1,233.1,48,0.84,0.761,20,20,1.24655341,-1.2343488913
250.1,353,132,0.84,0.235,20,20,1.2417257308,-1.3382000766
250.7,593.4,96,0.84,0.075,20,20,1.2402572353,-1.3697897908
70.4,293,84,0.84,1.194,20,20,1.2505275262,-1.1488592274
133.2,51.9,100.3,0.84,2.388,20,20,1.2614861745,-0.9131209855
220.4,338,35.1,0.84,0.706,20,20,1.2460486147,-1.2452078556
218.3,188.2,47,0.85,1.235,20,20,1.2656606006,-1.1572476663
121.7,273,22.3,0.85,0.028,20,20,1.254582637,-1.3955525725
220.3,158.2,60.2,0.85,1.962,20,20,1.2723330773,-1.0137119026
281.8,234,96.3,0.85,18.273,20,20,1.4220370235,2.2066620199
160.4,338,96,0.85,1.013,20,20,1.2636230629,-1.2010783947
160,188,84,0.85,13.03,20,20,1.373916259,1.1715065741
189.7,262.8,24,0.85,0.206,20,20,1.2562163384,-1.3604090155
190.4,233,108,0.85,0.449,20,20,1.258446616,-1.3124321371
190.4,233,24,0.85,1.091,20,20,1.2643389545,-1.1856784091
130.5,323,108,0.85,0.37,20,20,1.2577215463,-1.3280295585
130.4,442.9,36.1,0.85,2.198,20,20,1.2744991083,-0.9671170743
130.4,353,107.6,0.85,1.11,20,20,1.2645133384,-1.1819271305
273.3,297.4,15.7,0.85,3.005,20,20,1.2819058329,-0.8077864535
136.4,532.4,18,0.85,2.274,20,20,1.2751966437,-0.95211196
220.4,338,107.1,0.85,3.567,20,20,1.2870639236,-0.6968275825
190.4,353,107.1,0.85,1.89,20,20,1.2716722543,-1.027927274
95,117.9,12.9,0.86,0.369,20,20,1.2724691406,-1.3447102974
250.5,203.1,96.8,0.86,0.849,20,20,1.2768746273,-1.2499411549
190.4,353,71.1,0.86,5.287,20,20,1.3176070235,-0.3737214585
178.3,352.4,90.8,0.86,0.45,20,20,1.2732125665,-1.3287180046
196.5,230.9,106.4,0.86,0.45,20,20,1.2732125665,-1.3287180046
267.7,168.6,48.3,0.86,0.366,20,20,1.2724416063,-1.3453026046
280.5,337.5,119.5,0.86,1.198,20,20,1.2800777833,-1.1810360909
273.3,308.7,60,0.86,0.332,20,20,1.272129551,-1.3520154188
273.3,308.7,108,0.86,0.503,20,20,1.2736990056,-1.3182539118
220.4,278,36,0.86,0.23,20,20,1.2711933851,-1.3721538616
160.4,248,59.3,0.86,2.317,20,20,1.2903480743,-0.9601055276
167,218,84,0.86,1.236,20,20,1.280426551,-1.1735335338
100.3,253.2,96.3,0.86,0.221,20,20,1.2711107822,-1.373930783
251.2,324.1,132,0.86,1.567,20,20,1.2834645012,-1.1081823127
82.9,530.2,50.5,0.87,0.65,20,20,1.2898049583,-1.3057141651
67.5,347.3,9.5,0.87,0.449,20,20,1.2879601607,-1.3453987435
85.9,111.4,17.5,0.87,2.064,20,20,1.302782788,-1.0265400663
121.7,273,34.3,0.87,0.024,20,20,1.2840594694,-1.4293089218
161.3,352.4,73.8,0.87,0.237,20,20,1.2860144041,-1.3872551148
95.2,113.5,48.9,0.87,0.207,20,20,1.2857390612,-1.3931781862
310.7,173.4,108,0.87,4.947,20,20,1.3292432427,-0.4573329043
250.1,353,60,0.87,1.092,20,20,1.2938616773,-1.2184475798
190.4,353,108,0.87,3.519,20,20,1.3161369197,-0.7392711032
190.6,143.6,120,0.87,1.862,20,20,1.3009288123,-1.0664220804
190.3,383.1,95.6,0.87,0.312,20,20,1.2867027614,-1.3724474363
91.8,532.6,60.6,0.87,1.186,20,20,1.2947244185,-1.1998886227
170.9,116.4,89.6,0.87,3.101,20,20,1.312300475,-0.8217992314
218.3,188.2,23,0.87,7.64,20,20,1.3539598589,0.0743614721
144.3,352.4,56.9,0.88,0.115,20,20,1.2996514486,-1.427825575
263.3,168.4,37.1,0.88,2.556,20,20,1.3220551842,-0.9458849984
277.3,308.5,94.8,0.88,0.984,20,20,1.3076272152,-1.25625394
219.5,219.3,96.9,0.88,3.998,20,20,1.3352900007,-0.6611826996
220.4,128.1,132,0.88,10.717,20,20,1.3969576369,0.6653878592
218.7,78.2,132,0.88,0.169,20,20,1.3001470658,-1.4171640465
159.2,368,48.2,0.88,0.136,20,20,1.2998441886,-1.4236794251
311.1,233.1,108,0.88,17.117,20,20,1.45569746,1.9289764255
311.1,233.1,120,0.88,14.673,20,20,1.4332661901,1.4464435418
370.4,233,72,0.88,29.967,20,20,1.5736360112,4.4660253437
252.2,232.2,72,0.88,0.133,20,20,1.2998166543,-1.4242717322
238.7,175.7,72,0.88,1.1,20,20,1.3086918745,-1.2333513973
256.9,150.8,131.7,0.88,0.494,20,20,1.3031299475,-1.3529974396
218.3,188.2,71,0.88,6.145,20,20,1.3549953757,-0.2372882228
290.3,234,104.8,0.88,4.25,20,20,1.3376028812,-0.6114288998
190.5,292.8,24.1,0.89,0.344,20,20,1.3165100052,-1.3990960999
160.5,82.9,48.2,0.89,0.122,20,20,1.3144724676,-1.4429268283
100.4,218,132,0.89,0.068,20,20,1.3139768504,-1.4535883568
100.4,203,60,0.89,0.495,20,20,1.3178958979,-1.3692833071
105.7,68,36,0.89,2.07,20,20,1.3323514013,-1.0583220584
70.4,83,120,0.89,0.128,20,20,1.3145275362,-1.441742214
101.3,35.7,108.8,0.89,4.003,20,20,1.3500926635,-0.6766788242
180.7,231.9,28.4,0.89,0.218,20,20,1.315353565,-1.4239729998
152.8,352.4,65.3,0.9,0.115,20,20,1.3291649933,-1.4607921815
120.3,117.4,38.4,0.9,1.635,20,20,1.3431157013,-1.160689897
171.1,293.3,70.7,0.9,1.657,20,20,1.3433176194,-1.1563463113
127.1,51.9,94.3,0.9,0.364,20,20,1.3314503395,-1.4116306888
256.5,234.2,70.7,0.9,0.091,20,20,1.3289447189,-1.4655306386
220.4,368,96,0.9,3.744,20,20,1.3624723086,-0.7442979772
220.3,158.1,60.5,0.9,3.24,20,20,1.3578465476,-0.8438055768
220.3,158.1,72.5,0.9,4.03,20,20,1.3650972445,-0.6878313632
220.8,98.1,132.2,0.9,0.588,20,20,1.3335062333,-1.367405089
160,188,48,0.9,0.919,20,20,1.3365441836,-1.3020538678
252.2,232.2,108,0.9,1.468,20,20,1.341582959,-1.1936616611
70.4,293,72,0.9,0.951,20,20,1.3368378827,-1.295735925
186.3,593,109.7,0.9,3.173,20,20,1.357231615,-0.8570337696
210.8,233,40.1,0.9,4.688,20,20,1.3711364326,-0.5579186637
130.4,233,83,0.9,6.205,20,20,1.3850596063,-0.2584086864
328.5,152.8,60.1,0.91,0.642,20,20,1.348758623,-1.3732268637
200.6,233.1,61.8,0.91,2.214,20,20,1.363186592,-1.0628579221
168.2,232.5,62.2,0.91,1.963,20,20,1.3608828896,-1.1124142862
220.2,218.4,36.3,0.91,3.285,20,20,1.3730163343,-0.8514042729
231.3,293.2,129.3,0.91,4.259,20,20,1.3819558011,-0.659101888
280.5,158,131.5,0.91,11.051,20,20,1.4442934385,0.6818814779
220.4,248,94.5,0.91,0.784,20,20,1.3500619128,-1.3451909923
220.9,218.1,120,0.91,3.616,20,20,1.3760542845,-0.7860530518
100.4,293,59.9,0.91,0.184,20,20,1.3445550544,-1.4636524204
100.4,293,131.9,0.91,0.004,20,20,1.3429029968,-1.4991908489
310.4,263,132,0.91,6.665,20,20,1.4040383034,-0.1840715614
311.1,233.1,72,0.91,3.55,20,20,1.3754485301,-0.7990838089
250.1,353,72,0.91,0.468,20,20,1.347161634,-1.4075806778
252.2,232.2,60,0.91,0.364,20,20,1.3462071119,-1.428113992
190.4,263,131.1,0.91,0.67,20,20,1.3490156097,-1.3676986637
190.4,173,48,0.91,1.572,20,20,1.3572942535,-1.1896116501
191,323.3,119.7,0.91,2.467,20,20,1.3655086507,-1.0129066866
130.4,442.9,12.1,0.91,1.428,20,20,1.3559726075,-1.2180423929
79.5,112.7,72,0.91,1.367,20,20,1.3554127435,-1.2300859714
155.9,413.6,89.8,0.91,0.692,20,20,1.3492175278,-1.363355078
99.8,431.2,95.5,0.92,1.614,20,20,1.372436506,-1.1978026534
188.7,468.9,84.3,0.92,5.887,20,20,1.411654516,-0.3541598497
218.3,188.2,35,0.92,30.858,20,20,1.6408407854,4.5760073516
294.3,152.2,109.4,0.92,6.751,20,20,1.4195843921,-0.1835753932
301.1,152.3,99.5,0.92,4.92,20,20,1.4027792959,-0.5450801846
117,353.3,48.4,0.92,0.216,20,20,1.3596055258,-1.4738177808
220.1,397.8,48,0.92,1.423,20,20,1.3706834894,-1.2355128746
191.7,353.3,60.4,0.92,3.803,20,20,1.3925273611,-0.7656158766
273.3,308.7,36,0.92,1.76,20,20,1.3737765082,-1.1689770392
220,308,68,0.92,1.66,20,20,1.3728586984,-1.1887206105
219.9,188.4,84.8,0.92,4.462,20,20,1.3985757273,-0.6355057414
155.5,278.9,84,0.92,0.109,20,20,1.3586234694,-1.4949434022
167,218,60,0.92,1.386,20,20,1.3703438998,-1.242817996
190.4,293,104,0.92,1.843,20,20,1.3745382903,-1.152589875
129.7,26.4,120,0.92,3.712,20,20,1.3916921542,-0.7835825265
82.7,293,76.3,0.92,1.304,20,20,1.3695912958,-1.2590077245
231.5,353.1,19.9,0.92,0.273,20,20,1.3601286774,-1.4625639451
213.1,115.6,132.3,0.93,4.893,20,20,1.4172882596,-0.5668942521
101.3,35.7,120.8,0.93,1.44,20,20,1.3855962894,-1.2486397707
194,353.1,15.9,0.93,2.358,20,20,1.3940217828,-1.0673937857
150.5,531.3,118,0.93,1.358,20,20,1.3848436854,-1.2648294992
100,308,84,0.93,5.807,20,20,1.4256770406,-0.38643801
190.4,383,108,0.93,0.621,20,20,1.3780794276,-1.4103396201
130.4,442.9,72.1,0.93,6.618,20,20,1.4331204775,-0.2263176463
75.4,532.2,60,0.93,1.379,20,20,1.3850364254,-1.2606833492
250.5,203.1,108.8,0.93,1.49,20,20,1.3860551942,-1.238767985
67.4,377.2,56.9,0.93,0.332,20,20,1.3754269575,-1.4673985413
238.8,353.3,10.3,0.94,0.344,20,20,1.390293867,-1.4815126159
196.6,110.9,17.2,0.94,3.882,20,20,1.4227659755,-0.7829850616
280.4,98,132.2,0.94,6.584,20,20,1.4475651946,-0.2495137638
220.4,278,24,0.94,1.931,20,20,1.4048595075,-1.1681821386
219.5,219.3,48.9,0.94,3.345,20,20,1.4178373372,-0.8890080397
102.3,38,72,0.94,0.217,20,20,1.3891282486,-1.5065869515
102.3,38.2,72,0.94,0.168,20,20,1.3886785219,-1.5162613015
190.3,412.6,132,0.94,0.616,20,20,1.3927903095,-1.4278101018
190.4,113,60,0.94,0.602,20,20,1.3926618161,-1.4305742018
68.9,472.5,53.2,0.94,0.346,20,20,1.3903122232,-1.4811177445
131.4,408,15.7,0.94,0.894,20,20,1.3953418206,-1.3729229735
220.4,398,131.2,0.95,0.32,20,20,1.404830365,-1.5027343762
130.4,233,59,0.95,0.257,20,20,1.4042521449,-1.5151728262
272.7,352.7,109.2,0.95,5.391,20,20,1.4513724968,-0.5015378732
75,380.8,21.9,0.95,1.021,20,20,1.4112642113,-1.3643319411
72.9,472.2,41.9,0.95,0.627,20,20,1.4076480409,-1.4421216122
155,338,48,0.95,0.047,20,20,1.4023247444,-1.556634326
102.3,38,96,0.95,1.589,20,20,1.4164773706,-1.2521884558
102.3,38.2,96,0.95,0.4,20,20,1.4055646128,-1.4869395191
306.6,356.8,72,0.95,0.726,20,20,1.4085566726,-1.4225754766
238.7,175.7,60,0.95,0.88,20,20,1.4099700996,-1.3921703767
130.4,233,132,0.95,0.053,20,20,1.402379813,-1.5554497117
130.4,203,107.6,0.95,2.103,20,20,1.4211949126,-1.1507064991
186.8,352.5,99.3,0.95,0.551,20,20,1.4069505055,-1.4571267264
164.4,413.6,98.2,0.95,0.662,20,20,1.4079692743,-1.4352113622
220.4,338,131.1,0.95,0.165,20,20,1.4034077599,-1.5333369118
76.2,472.5,73.1,0.95,0.15,20,20,1.4032700885,-1.5362984475
99.8,431.2,107.5,0.95,0.436,20,20,1.4058950243,-1.4798318335
220.4,338,59.1,0.96,7.762,20,20,1.487890538,-0.0499010997
220,308,44,0.96,0.411,20,20,1.4204223442,-1.5012510295
160,158,72,0.96,1.486,20,20,1.4302887989,-1.2890076375
160,98,14,0.96,0.157,20,20,1.4180911075,-1.5513997007
100.3,458,108.1,0.96,0.122,20,20,1.4177698741,-1.5583099507
100.4,308,84.1,0.96,1.147,20,20,1.4271774239,-1.3559383444
100.4,218,60,0.96,0.28,20,20,1.4192200135,-1.527115108
100,188,48,0.96,0.74,20,20,1.4234419383,-1.4362946798
250.1,353,96,0.96,1.742,20,20,1.4326383918,-1.2384640949
238.7,175.7,108,0.96,0.19,20,20,1.4183939847,-1.5448843222
190.6,143.6,108,0.96,2.689,20,20,1.4413300501,-1.0514924742
129.9,263,48,0.96,2.824,20,20,1.4425690932,-1.0248386529
129.9,263.4,48,0.96,1.47,20,20,1.4301419494,-1.2921666089
75.4,532.2,36,0.96,0.021,20,20,1.4168428863,-1.5782509578
277.3,308.5,117.8,0.96,0.592,20,20,1.4220835799,-1.4655151654
190.1,413.6,123.5,0.97,1.227,20,20,1.4426684441,-1.3566267905
60.8,472.9,75.8,0.97,0.875,20,20,1.4394377538,-1.4261241617
103.7,158.8,59.3,0.97,0.161,20,20,1.4328845923,-1.5670932611
220.3,158.1,96.5,0.97,4.211,20,20,1.4700558866,-0.7674786215
102.3,38,36,0.97,2.432,20,20,1.4537280514,-1.1187167558
102.3,38.2,36,0.97,1.414,20,20,1.4443847483,-1.3197063121
256.9,150.8,107.7,0.97,2.337,20,20,1.4528561321,-1.1374731485
190.3,412.6,72,0.97,0.192,20,20,1.4331691133,-1.560972754
188.6,263.1,133,0.97,0.669,20,20,1.4375470657,-1.4667959186
75.4,532.2,48,0.97,0.078,20,20,1.4321228102,-1.5834804253
160.4,128,90.6,0.97,2.549,20,20,1.4548018888,-1.0956167773
119.4,406.9,49.6,0.98,0.658,20,20,1.452202879,-1.4854510147
62.5,56.9,38.7,0.98,8.974,20,20,1.5285279367,0.1564243786
220.4,368,120,0.98,0.239,20,20,1.4483572562,-1.5681765786
220.9,218.1,132,0.98,5.072,20,20,1.4927150008,-0.6139697754
220.7,127.6,120.3,0.98,4.254,20,20,1.4852073171,-0.775472189
160.5,548,108,0.98,3.912,20,20,1.4820684078,-0.842995203
160,368,48,0.98,0.19,20,20,1.4479075294,-1.5778509286
160.5,218,96,0.98,0.151,20,20,1.4475495836,-1.5855509214
100.4,368,35.9,0.98,0.634,20,20,1.4519826047,-1.4901894718
256,259.3,101.5,0.98,2.153,20,20,1.4659241346,-1.190284623
190.4,233,132,0.98,0.585,20,20,1.4515328779,-1.4998638218
190.4,233,12,0.98,0.248,20,20,1.4484398591,-1.5663996572
190.6,143.6,60,0.98,4.697,20,20,1.4892732143,-0.6880081679
130.4,293.1,59.8,0.98,1.213,20,20,1.457296723,-1.3758741937
181.4,353.2,49.6,0.98,0.76,20,20,1.4531390449,-1.4653125719
184.8,231.8,17.1,0.99,1.859,20,20,1.4779825463,-1.264814026
196.9,293.3,95.8,0.99,5.347,20,20,1.5099957499,-0.5761582574
314.8,52.9,25.8,0.99,0.814,20,20,1.4683914346,-1.4711343466
220.4,338,119.1,0.99,0.25,20,20,1.4632149876,-1.582488089
220,248,99,0.99,0.598,20,20,1.4664089655,-1.5137804607
220.2,218.4,60.3,0.99,3.235,20,20,1.4906116083,-0.9931424843
280.6,368.2,96.1,0.99,0.609,20,20,1.4665099246,-1.5116086679
220.4,338,83.1,0.99,2.006,20,20,1.4793317266,-1.2357909761
219.9,188.4,96.8,0.99,1.229,20,20,1.472200345,-1.3891985255
220.3,158.1,108.5,0.99,1.428,20,20,1.4740267863,-1.3499088185
100.3,458,120.1,0.99,2.361,20,20,1.4825899512,-1.1657012978
250.2,263.2,24,0.99,0.512,20,20,1.4656196491,-1.5307599321
130.4,353,132,0.99,0.199,20,20,1.4627469047,-1.5925573104
70.4,503,96,0.99,0.139,20,20,1.4621962188,-1.6044034532
70.4,83,108,0.99,0.405,20,20,1.4646375927,-1.5518855534
280.5,203,132,1,1.88,20,30,1.4929320587,-1.2771511792
220,308,32,1,3.42,20,30,1.5070663287,-0.9731001805
160.5,548,120,1,17.516,20,30,1.6364407892,1.8099536367
103.5,44.7,120,1,1.727,20,30,1.4915278098,-1.3073588434
250.2,263.2,108,1,1.343,20,30,1.4880034204,-1.3831741574
189.7,262.8,60,1,2.965,20,30,1.5028902944,-1.0629334301
190.4,233,36,1,2.54,20,30,1.498989603,-1.1468436083
72.5,379.6,33.5,1,0.083,20,30,1.4764390177,-1.6319431563
220.4,338,95.1,1,2.64,20,30,1.4999074127,-1.127100037
220,248,39,1,2.546,20,30,1.4990446716,-1.145658994
218.3,188.2,83,1,10.135,20,30,1.5686972525,0.3526806355
135.7,232.2,50.6,1.01,0.23,20,30,1.4925449704,-1.6194034097
204,112.8,53.9,1.01,3.728,20,30,1.524649955,-0.9287732839
160,233,36,1.01,0.151,20,30,1.4918199007,-1.635000831
